"","Name...1","cest33 neg endo ms2 1","cest33 neg endo ms2 2","cest33 neg exo ms2 1","cest33 neg exo ms2 2","neg glo1 endo ms2 top5","neg glo1 exo ms2 top5","neg n2 endo ms2 top5","neg n2 exo ms2 top5","Group","Size","Name...12","Mass","m/z","RT","Adduct","Name...17","name","formula","adduct","evidence","MSI Level","Comment","ChEBI ID","SIRIUS_molecularFormula","SIRIUS_adduct"
"1220","Cluster_1220",NA,391853.125,2481144.5,2698644,NA,547199.3125,NA,246632.15625,"1841",2,"Cluster_1220",271.178847648132,270.171571648132,10.928729007046,"M-H","Cluster_1220",NA,NA,NA,NA,NA,NA,NA,"C14H25NO4|C12H23N4O3|C5H23N10OS|C2H19N14O2|C13H26N3OP|H17N17O|C15H21N5|C17H23N2O|C3H21N13S|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1221","Cluster_1221",NA,NA,76329.984375,NA,293555.5625,21015656,NA,1748126.375,"1834",3,"Cluster_1221",271.177425989514,270.170149989514,11.9711941815947,"M-H","Cluster_1221",NA,NA,NA,NA,NA,NA,NA,"C14H25NO4|C12H23N4O3|C10H21N7O2|C6H24N8O2P|C15H21N5|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1222","Cluster_1222",474974.625,332941.125,1956534.375,1863379.375,301701.78125,25620734,NA,1914614.25,"1840",3,"Cluster_1222",271.177510722751,270.170234722751,8.15157563627679,"M-H","Cluster_1222",NA,NA,NA,NA,NA,NA,NA,"C10H21N7O2|C12H23N4O3|C6H24N8O2P|C14H25NO4|C15H21N5|H17N17O|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1223","Cluster_1223",662645.25,NA,1233922.875,801315.3125,1729975.25,111080576,63802.34765625,11764913,"1832",3,"Cluster_1223",271.177387791158,270.170111791158,8.6202439323086,"M-H","Cluster_1223",NA,NA,NA,NA,NA,NA,NA,"C14H25NO4|C12H23N4O3|C10H21N7O2|C6H24N8O2P|C15H21N5|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1224","Cluster_1224",64925.81640625,NA,NA,108381.7734375,824319.1875,54934632,NA,4875714.5,"1836",3,"Cluster_1224",271.177434193941,270.170158193941,8.68533292447725,"M-H","Cluster_1224",NA,NA,NA,NA,NA,NA,NA,"C14H25NO4|C10H21N7O2|C12H23N4O3|C15H21N5|C6H24N8O2P|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1225","Cluster_1225",NA,NA,NA,23630.517578125,NA,6812073,NA,1852757.5,"1837",2,"Cluster_1225",271.177434410254,270.170158410254,8.8055559700328,"M-H","Cluster_1225",NA,NA,NA,NA,NA,NA,NA,"C10H21N7O2|C14H25NO4|C12H23N4O3|C6H24N8O2P|C5H23N10OS|C3H21N13S|C15H21N5|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1226","Cluster_1226",NA,NA,NA,NA,NA,502179.0625,NA,822527.1875,"1833",2,"Cluster_1226",271.17739451374,270.17011851374,8.9167826978536,"M-H","Cluster_1226",NA,NA,NA,NA,NA,NA,NA,"C14H25NO4|C12H23N4O3|C10H21N7O2|C5H23N10OS|C6H24N8O2P|C15H21N5|C3H21N13S|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1227","Cluster_1227",NA,NA,NA,NA,NA,1728481.125,NA,372506.4375,"1839",2,"Cluster_1227",271.17744044184,270.17016444184,8.96068333333333,"M-H","Cluster_1227",NA,NA,NA,NA,NA,NA,NA,"",""
"1228","Cluster_1228",NA,NA,74714.046875,NA,NA,2356410.5,NA,1157190.375,"1838",2,"Cluster_1228",271.177434927204,270.170158927204,8.97796517015738,"M-H","Cluster_1228",NA,NA,NA,NA,NA,NA,NA,"",""
"1229","Cluster_1229",NA,NA,561697.875,515280.03125,NA,6650160,NA,769466.5625,"1835",2,"Cluster_1229",271.177428454487,270.170152454487,9.06561507340653,"M-H","Cluster_1229",NA,NA,NA,NA,NA,NA,NA,"C14H25NO4|C10H21N7O2|C12H23N4O3|C6H24N8O2P|C15H21N5|C5H23N10OS|C3H21N13S|C11H24N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1230","Cluster_1230",NA,NA,1588132.75,1464510.375,NA,NA,NA,NA,"1847",2,"Cluster_1230",272.101112325632,271.093836325632,1.65972072033727,"M-H","Cluster_1230",NA,NA,NA,NA,NA,NA,NA,"C11H16N2O6|C12H12N6O2|C9H14N5O5|C14H14N3O3|C7H19N3O6P|C8H15N7O2P|C9H22NO4S2|C6H18N5O5S|C5H17N6O5P|C10H10N9O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1231","Cluster_1231",1005762.875,1081675.625,1054952.625,1098364.125,NA,NA,NA,NA,"47",2,"Cluster_1231",226.017341978642,271.015544978642,6.90117726165216,"M+FA-H","Cluster_1231",NA,NA,NA,NA,NA,NA,NA,"C8H16O2P2S2|C6H11N2O6PS|C7H12O7P2|C4H6N4O10|C14H7O4P|C10H10NO4P2|C5H10N4O5S2|C8H6N4O5S|C13H6N2O3S|C7H7N6O2PS","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"1232","Cluster_1232",429315.28125,303214.90625,258202.59375,272211.53125,NA,NA,NA,NA,"46",2,"Cluster_1232",226.017312312421,271.015515312421,6.95148333333333,"M+FA-H","Cluster_1232",NA,NA,NA,NA,NA,NA,NA,"",""
"1233","Cluster_1233",31691.60546875,NA,NA,NA,NA,5938985,100458.1796875,646219.5625,"1844",2,"Cluster_1233",272.08962426441,271.08234826441,5.29468162437208,"M-H","Cluster_1233",NA,NA,NA,NA,NA,NA,NA,"C13H12N4O3|C11H10N7O2|C12H16O7|C9H15N5O3P|C10H14N3O6|C5H16N6O5S|C15H14NO4|C11H18N3OS2|C8H19NO7P|C7H13N8O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1234","Cluster_1234",NA,NA,138895.5625,125100.1640625,NA,1952428.375,NA,797160.75,"1846",2,"Cluster_1234",272.100821054451,271.093545054451,5.46108333333333,"M-H","Cluster_1234",NA,NA,NA,NA,NA,NA,NA,"C11H16N2O6|C9H14N5O5|C7H12N8O4|C8H15N7O2P|C12H12N6O2|C14H14N3O3|C10H10N9O|C5H17N6O5P|C6H13N10OP|C4H16N8O4S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1235","Cluster_1235",NA,NA,138895.5625,125100.1640625,NA,4274771,NA,3441368,"1845",3,"Cluster_1235",272.099693561179,271.092417561179,5.48202414919231,"M-H","Cluster_1235",NA,NA,NA,NA,NA,NA,NA,"C11H16N2O6|C9H14N5O5|C7H12N8O4|C12H12N6O2|C3H15N9O4P|C5H17N6O5P|C7H19N3O6P|C4H16N8O4S|C8H18NO9|C9H22NO4S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1236","Cluster_1236",6579.83837890625,NA,NA,NA,NA,2924517.25,NA,773905.5,"48",2,"Cluster_1236",226.167388356489,271.165591356489,5.85004346209576,"M+FA-H","Cluster_1236",NA,NA,NA,NA,NA,NA,NA,"",""
"1237","Cluster_1237",3953.41381835938,NA,NA,NA,NA,2924517.25,NA,773905.5,"48",2,"Cluster_1237",226.167388356489,271.165591356489,5.85004346209576,"M+FA-H","Cluster_1237",NA,NA,NA,NA,NA,NA,NA,"",""
"1238","Cluster_1238",445431,NA,1233922.875,801315.3125,194681.421875,17383158,NA,1911290.125,"1850",2,"Cluster_1238",272.180964258868,271.173688258868,8.61995369006745,"M-H","Cluster_1238",NA,NA,NA,NA,NA,NA,NA,"",""
"1239","Cluster_1239",37362.125,NA,NA,108381.7734375,NA,8300626.5,NA,618106,"1849",2,"Cluster_1239",272.179682863227,271.172406863227,8.68488959337977,"M-H","Cluster_1239",NA,NA,NA,NA,NA,NA,NA,"",""
"1240","Cluster_1240",NA,NA,60570.125,37059.37890625,NA,1411389.5,NA,491441.25,"1855",2,"Cluster_1240",272.197648428122,271.190372428122,10.8439785123788,"M-H","Cluster_1240",NA,NA,NA,NA,NA,NA,NA,"",""
"1241","Cluster_1241",NA,NA,330681.84375,252796.734375,NA,827351.1875,NA,95936.859375,"1852",2,"Cluster_1241",272.197549279301,271.190273279301,10.8761860946671,"M-H","Cluster_1241",NA,NA,NA,NA,NA,NA,NA,"",""
"1242","Cluster_1242",2356.76049804688,NA,731189.875,714563.125,29919.1796875,7616905.5,NA,3943238.5,"1854",2,"Cluster_1242",272.197612217386,271.190336217386,11.01542646158,"M-H","Cluster_1242",NA,NA,NA,NA,NA,NA,NA,"",""
"1243","Cluster_1243",NA,NA,76329.984375,NA,NA,1926170.5,NA,114426.8359375,"1851",2,"Cluster_1243",272.181292075861,271.174016075861,11.9574666666667,"M-H","Cluster_1243",NA,NA,NA,NA,NA,NA,NA,"",""
"1244","Cluster_1244",396156.15625,560332.75,2457120.75,2365641,NA,NA,NA,NA,"1856",2,"Cluster_1244",272.199060282116,271.191784282116,12.2060492287438,"M-H","Cluster_1244",NA,NA,NA,NA,NA,NA,NA,"C15H28O4|C13H26N3O3|C16H24N4|C18H26NO|CH20N16O|C14H29N2OP|C12H27N5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1245","Cluster_1245",912086.5,851185.125,5669275.5,5422242,NA,428360.28125,NA,857920.3125,"1853",2,"Cluster_1245",272.197563003665,271.190287003665,12.3823864032899,"M-H","Cluster_1245",NA,NA,NA,NA,NA,NA,NA,"C15H28O4|C11H24N6O2|C13H26N3O3|C16H24N4","[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1246","Cluster_1246",NA,NA,620.349060058594,NA,NA,219734.046875,NA,751304.0625,"1860",2,"Cluster_1246",273.147138073872,272.139862073872,7.21315,"M-H","Cluster_1246",NA,NA,NA,NA,NA,NA,NA,"C15H19N3O2|C13H17N6O|C12H21N2O5|C11H22N4O2P|C9H20N7OP|C13H24NO3P|C10H21N6OS|C11H15N9|C5H23N8OP2|C5H21N8O3S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1247","Cluster_1247",NA,NA,566433.625,502741.25,NA,4731987,61825.671875,5712780.5,"1868",2,"Cluster_1247",273.193268958813,272.185992958813,9.4671589010116,"M-H","Cluster_1247",NA,NA,NA,NA,NA,NA,NA,"C14H27NO4|C12H25N4O3|C10H23N7O2|C15H23N5|H19N17O|C11H26N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1248","Cluster_1248",4396660,4538550,9737916,11980577,NA,375587.4375,NA,114513.109375,"1858",2,"Cluster_1248",273.061406201037,272.054130201037,9.67608985749149,"M-H","Cluster_1248",NA,NA,NA,NA,NA,NA,NA,"C14H11NO5|C11H16NO3PS|C12H9N4O4|C10H14N2O5P|C11H13O8|C8H12N5O4P|C7H19N2O3P2S|C10H7N7O3|C10H15N3O2S2|C9H11N3O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1249","Cluster_1249",NA,NA,620.349060058594,NA,NA,883585.25,NA,857648.9375,"1859",2,"Cluster_1249",273.147088932541,272.139812932541,7.22779053673345,"M-H","Cluster_1249",NA,NA,NA,NA,NA,NA,NA,"",""
"1250","Cluster_1250",NA,NA,NA,NA,NA,758256.0625,NA,1203672.25,"1857",2,"Cluster_1250",273.060912167826,272.053636167826,7.32456580267567,"M-H","Cluster_1250",NA,NA,NA,NA,NA,NA,NA,"C11H13O8|C11H16NO3PS|C12H9N4O4|C8H12N5O4P|C7H19N2O3P2S|C10H7N7O3|C12H17O3S2|C10H15N3O2S2|C9H11N3O7|C6H18N4O2PS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1251","Cluster_1251",930972.6875,NA,6393029,7952203,NA,NA,NA,NA,"57",2,"Cluster_1251",273.19483954402,272.18756354402,11.1261445203415,"M-H","Cluster_1251",NA,NA,NA,NA,NA,NA,NA,"C14H27NO4|C12H25N4O3|C17H25N2O|C13H28N3OP|C15H23N5|C2H21N14O2|H19N17O|C11H26N6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1252","Cluster_1252",NA,NA,NA,NA,NA,4527874,NA,3821670.75,"1864",2,"Cluster_1252",273.156999670528,272.149723670528,8.78419535778209,"M-H","Cluster_1252",NA,NA,NA,NA,NA,NA,NA,"C13H23NO5|C11H21N4O4|C9H19N7O3|C14H19N5O|C5H22N8O3P|C4H21N10O2S|C2H19N13OS|C14H27NS2|C17H23NS|C10H22N6OP","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1253","Cluster_1253",840003.4375,815867.3125,627437,NA,NA,NA,NA,NA,"1869",2,"Cluster_1253",273.968795146549,272.961519146549,1.18926,"M-H","Cluster_1253",NA,NA,NA,NA,NA,NA,NA,"",""
"1254","Cluster_1254",NA,NA,NA,34981.390625,3683465,95175792,8150514.5,47717532,"1872",3,"Cluster_1254",274.141010697616,273.133734697616,6.58655370232535,"M-H","Cluster_1254",NA,NA,NA,NA,NA,NA,NA,"C13H22O6|C14H18N4O2|C9H18N6O4|C11H20N3O5|C10H21N5O2P|C12H16N7O|C8H19N8OP|C5H21N7O4P|C4H22N9OP2|C10H14N10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1255","Cluster_1255",2696389.5,3223143.5,41266928,41588048,NA,NA,NA,NA,"1882",2,"Cluster_1255",275.185057739365,274.177781739365,1.24339666666667,"M-H","Cluster_1255",NA,NA,NA,NA,NA,NA,NA,"C12H25N3O4|C10H23N6O3|C11H26N5OP|C15H23N4O|C13H21N7|C9H24N8P|C14H27O5|C14H30NPS|H19N16O2|C18H27S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1256","Cluster_1256",NA,76265.4453125,NA,NA,403860.5,22716032,578790.5,57557920,"1873",3,"Cluster_1256",275.099412040589,274.092136040589,3.76944249509338,"M-H","Cluster_1256",NA,NA,NA,NA,NA,NA,NA,"C11H17NO7|C9H15N4O6|C7H13N7O5|C12H13N5O3|C8H16N6O3P|C10H11N8O2|C7H20N2O7P|C6H14N9O2P|C5H18N5O6P|C8H19O10","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1257","Cluster_1257",NA,NA,NA,NA,199724.234375,7758665.5,324152.75,7549669,"1874",2,"Cluster_1257",275.099431924325,274.092155924325,4.36023700090344,"M-H","Cluster_1257",NA,NA,NA,NA,NA,NA,NA,"C11H17NO7|C7H13N7O5|C7H20N2O7P|C9H15N4O6|C12H13N5O3|C5H18N5O6P|C8H16N6O3P|C6H14N9O2P|C4H17N7O5S|C12H21NO2S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1258","Cluster_1258",1681551.5,1609842.875,8881763,7958696,NA,185353.1875,NA,229330.28125,"1875",3,"Cluster_1258",275.100971921288,274.093695921288,4.69739076299064,"M-H","Cluster_1258",NA,NA,NA,NA,NA,NA,NA,"C11H17NO7|C10H18N3O4P|C9H15N4O6|C12H13N5O3|C14H15N2O4|C7H20N2O7P|C8H16N6O3P|C5H18N5O6P|C10H11N8O2|C6H14N9O2P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1259","Cluster_1259",NA,NA,93873.421875,115463,57309.5625,4216239.5,NA,NA,"1878",2,"Cluster_1259",275.125711380778,274.118435380778,5.12761548113509,"M-H","Cluster_1259",NA,NA,NA,NA,NA,NA,NA,"C14H17N3O3|C12H15N6O2|C11H19N2O6|C10H20N4O3P|C10H13N9O|C8H18N7O2P|C7H17N9OS|C12H23N2OS2|C5H20N6O5P|C4H19N8O4S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1260","Cluster_1260",2881236.5,3792287.5,17974790,15684699,NA,1041937.1875,NA,420630.6875,"1876",3,"Cluster_1260",275.100983509333,274.093707509333,7.12409771087501,"M-H","Cluster_1260",NA,NA,NA,NA,NA,NA,NA,"C11H17NO7|C10H18N3O4P|C9H15N4O6|C7H20N2O7P|C14H15N2O4|C12H13N5O3|C8H16N6O3P|C5H18N5O6P|C6H14N9O2P|C10H11N8O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1261","Cluster_1261",2881236.5,3792287.5,17974790,15684699,NA,1041937.1875,NA,420630.6875,"1877",3,"Cluster_1261",275.100983509333,274.093707509333,7.12409771087501,"M-H","Cluster_1261",NA,NA,NA,NA,NA,NA,NA,"",""
"1262","Cluster_1262",NA,NA,93873.421875,115463,57309.5625,4216239.5,NA,NA,"1879",2,"Cluster_1262",275.125711380778,274.118435380778,5.12761548113509,"M-H","Cluster_1262",NA,NA,NA,NA,NA,NA,NA,"",""
"1263","Cluster_1263",NA,NA,NA,NA,60227.609375,7266433,NA,5351485.5,"1880",2,"Cluster_1263",275.125751954362,274.118475954362,5.5002638127196,"M-H","Cluster_1263",NA,NA,NA,NA,NA,NA,NA,"",""
"1264","Cluster_1264",NA,NA,NA,NA,60227.609375,7266433,NA,5351485.5,"1881",2,"Cluster_1264",275.125751954362,274.118475954362,5.5002638127196,"M-H","Cluster_1264",NA,NA,NA,NA,NA,NA,NA,"",""
"1265","Cluster_1265",10934703,11108461,51697132,45935180,NA,NA,NA,NA,"1883",2,"Cluster_1265",275.185080851098,274.177804851098,1.28890078315784,"M-H","Cluster_1265",NA,NA,NA,NA,NA,NA,NA,"C12H25N3O4|C10H23N6O3|C14H27O5|C11H26N5OP|C15H23N4O|C13H21N7|C15H31S2|C14H30NPS|C18H27S|C9H24N8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1266","Cluster_1266",1137311.5,1373985.125,5463261,5243411.5,NA,NA,NA,NA,"1885",2,"Cluster_1266",276.093410408049,275.086134408049,1.24339666666667,"M-H","Cluster_1266",NA,NA,NA,NA,NA,NA,NA,"",""
"1267","Cluster_1267",201236.640625,207603.90625,1775716.75,1478087.25,NA,1069092.875,NA,NA,"1886",2,"Cluster_1267",276.113002153197,275.105726153197,9.12410887725135,"M-H","Cluster_1267",NA,NA,NA,NA,NA,NA,NA,"C11H20N2O4S|C7H16N8O2S|C9H18N5O3S|C14H16N2O4|C10H19N3O4P|C5H18N5O8|C5H14N11OS|C4H12N12O3|C11H22N2O2P2|C19H16O2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1268","Cluster_1268",18117112,18813538,83307544,83041112,NA,205831.34375,NA,NA,"58",3,"Cluster_1268",276.15743020457,275.15015420457,9.23731972038114,"M-H","Cluster_1268",NA,NA,NA,NA,NA,NA,NA,"C13H24O6|C11H22N3O5|C14H20N4O2|C16H22NO3|C12H18N7O|C10H23N5O2P|C8H21N8OP|C10H16N10|C7H20N10S|C14H28OS2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1269","Cluster_1269",4397248.5,4795601.5,5347807.5,5174338,11957276,161008848,6460040.5,93015728,"1887",3,"Cluster_1269",276.156918249425,275.149642249425,6.87553359890447,"M-H","Cluster_1269",NA,NA,NA,NA,NA,NA,NA,"C13H24O6|C11H22N3O5|C9H20N6O4|C14H20N4O2|C10H23N5O2P|C12H18N7O|C8H21N8OP|C10H16N10|C6H19N11P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1270","Cluster_1270",4592860,3518653.5,4060839,3097518.75,NA,NA,NA,NA,"1888",2,"Cluster_1270",276.173072250784,275.165796250784,15.5708185970895,"M-H","Cluster_1270",NA,NA,NA,NA,NA,NA,NA,"C17H24O3|C11H25N4O2P|C13H27NO3P|C15H22N3O2|C10H24N6OS|C12H26N3O2S|C20H22N|C16H25N2P|C3H16N16|C5H18N13O","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1271","Cluster_1271",286624.5625,241593.8125,1805042.25,1443424.625,1440349.625,NA,1054440.375,NA,"1893",2,"Cluster_1271",277.106865719357,276.099589719357,4.21490540452654,"M-H","Cluster_1271",NA,NA,NA,NA,NA,NA,NA,"C13H15N3O4|C10H19N3O4S|C9H18N4O4P|C7H16N7O3P|C11H13N6O3|C8H17N6O3S|C6H15N9O2S|C11H21N2O2S2|C12H16N5OP|C11H20NO5P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1272","Cluster_1272",14927188,12166946,7439220,5610306,NA,NA,NA,NA,"1891",2,"Cluster_1272",277.085308714889,276.078032714889,12.1044710485781,"M-H","Cluster_1272",NA,NA,NA,NA,NA,NA,NA,"C16H11N3O2|C14H16NO3P|C8H15N5O4S|C18H13O3|C12H14N4O2P|C9H16N3O5P|C10H17N2O5S|C14H9N6O|C8H17N5O2P2|C9H11N9S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1273","Cluster_1273",NA,NA,1796828.875,2204751.25,NA,NA,1609734.125,NA,"1892",4,"Cluster_1273",277.099191907799,276.091915907799,8.46869460352213,"M-H","Cluster_1273",NA,NA,NA,NA,NA,NA,NA,"C11H19NO5S|C11H21NO3P2|C9H17N4O4S|C13H16N3O2P|C17H13N2O2|C14H17N2O2S|C10H20N3O2PS|C9H19N4O2P2|C6H13N8O5|C12H15N5OS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1274","Cluster_1274",NA,NA,NA,NA,1110197.25,NA,169762.53125,NA,"1894",2,"Cluster_1274",277.109343200477,276.102067200477,13.9344189555424,"M-H","Cluster_1274",NA,NA,NA,NA,NA,NA,NA,"C15H17O5|C18H15NO2|C11H20NO5P|C10H19N3O4S|C3H11N13O3|C10H21N3O2P2|C4H17N6O8|C6H15N9O2S|C8H17N6O3S|C12H21O5S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1275","Cluster_1275",11566463,10302121,13718040,14533392,NA,NA,NA,NA,"1895",2,"Cluster_1275",277.167580354442,276.160304354442,17.6461188621032,"M-H","Cluster_1275",NA,NA,NA,NA,NA,NA,NA,"C16H23NO3|C14H21N4O2|C12H26N2O3P|C10H24N5O2P|C9H23N7OS|C12H19N7O|C11H25N4O2S|C13H25O6|C14H29OS2|C2H15N17","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1276","Cluster_1276",6260448,6026335,2100415,2021763.5,NA,NA,NA,268901.9375,"1906",2,"Cluster_1276",279.033358463055,278.026082463055,2.57354655908042,"M-H","Cluster_1276",NA,NA,NA,NA,NA,NA,NA,"C7H9N3O9|C8H5N7O5|C8H13N3O4S2|C9H14NO5PS|C9H11O10|C4H8N8O5P|C7H12N4O4PS|C11H9N3O4S|C6H11N6O3S2|C5H7N6O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1277","Cluster_1277",NA,NA,NA,NA,36318456,27387174,25329086,440964096,"1908",3,"Cluster_1277",279.109479026065,278.102203026065,6.52911570433909,"M-H","Cluster_1277",NA,NA,NA,NA,NA,NA,NA,"C11H19O8|C14H17NO5|C8H18N5O4P|C10H13N7O3|C12H15N4O4|C10H20N2O5P|C6H16N8O3P|C4H14N11O2P|C15H13N5O|C13H11N8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1278","Cluster_1278",158039792,139901536,325779104,332649632,NA,1189603.25,96295.609375,3451165.25,"1910",3,"Cluster_1278",279.1109455425,278.1036695425,8.97519810987483,"M-H","Cluster_1278",NA,NA,NA,NA,NA,NA,NA,"C14H17NO5|C10H20N2O5P|C12H15N4O4|C8H18N5O4P|C6H16N8O3P|C13H18N3O2P|C17H15N2O2|C15H13N5O|C11H16N6OP|C13H11N8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1279","Cluster_1279",874653.75,869334.4375,3810707.75,3736649,NA,466832.34375,NA,239057.109375,"1911",2,"Cluster_1279",279.111218883723,278.103942883723,9.20236666666667,"M-H","Cluster_1279",NA,NA,NA,NA,NA,NA,NA,"",""
"1280","Cluster_1280",NA,NA,40929.42578125,NA,NA,NA,1609734.125,NA,"1909",2,"Cluster_1280",279.109569756157,278.102293756158,8.46616666666667,"M-H","Cluster_1280",NA,NA,NA,NA,NA,NA,NA,"",""
"1281","Cluster_1281",21061702,13345659,21954.92578125,NA,NA,NA,NA,NA,"1914",2,"Cluster_1281",280.018958269275,279.011682269275,1.47727333333333,"M-H","Cluster_1281",NA,NA,NA,NA,NA,NA,NA,"C7H8N2O10|C9H13O6PS|C8H12N2O5S2|C5H13O11P|C6H9N4O7P|C8H4N6O6|C9H15O4P3|C10H6N3O7|C4H15N3O5PS2|C5H16NO6P2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"1282","Cluster_1282",33985364,21190408,4304684,4639316.5,NA,NA,NA,NA,"1921",2,"Cluster_1282",280.07117130869,279.06389530869,1.18926,"M-H","Cluster_1282",NA,NA,NA,NA,NA,NA,NA,"C12H12N2O6|C9H16N2O6S|C6H13N6O5P|C13H8N6O2|C11H13N4O3P|C17H12O4|C5H12N8O4S|C13H16N2OS2|C7H14N5O5S|C15H10N3O3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
