from	to	group_mass	formula_mass	mass_mass	HSIDs	mzincrement	RTincrement	gnps_cosine	gnps_mass	interaction
Cluster_7117	Cluster_1372	C5H2	C5H2	62.01565006						MassDifference
Cluster_7117	Cluster_7068	C3H6	C3H6	42.04695019						MassDifference
Cluster_7117	Cluster_7069	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7119	Cluster_0306	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7119	Cluster_0307	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7119	Cluster_0738	O2	O2	31.98982924						MassDifference
Cluster_7119	Cluster_1049	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7119	Cluster_1060	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7119	Cluster_1147	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7119	Cluster_1240	C3H6	C3H6	42.04695019						MassDifference
Cluster_7119	Cluster_1340	C4H8	C4H8	56.06260026						MassDifference
Cluster_7119	Cluster_1341	C4H8	C4H8	56.06260026						MassDifference
Cluster_7120	Cluster_0585	C5H2	C5H2	62.01565006						MassDifference
Cluster_7120	Cluster_0613	C4H8	C4H8	56.06260026						MassDifference
Cluster_7120	Cluster_0614	C4H8	C4H8	56.06260026						MassDifference
Cluster_7120	Cluster_0674	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7120	Cluster_0675	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7120	Cluster_0678	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7120	Cluster_0679	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7120	Cluster_0754	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7120	Cluster_0755	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7120	Cluster_0761	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7120	Cluster_0763	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7120	Cluster_0788	C2	C2	24						MassDifference
Cluster_7120	Cluster_0832	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7120	Cluster_0842	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7120	Cluster_0843	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7120	Cluster_0859	C	C	12						MassDifference
Cluster_7120	Cluster_0961	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7120	Cluster_1064	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7120	Cluster_1150	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7120	Cluster_1151	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7120	Cluster_1162	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7120	Cluster_1174	O2	O2	31.98982924						MassDifference
Cluster_7120	Cluster_1452	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7120	Cluster_1453	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7120	Cluster_2416	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7120	Cluster_7051	C4H8	C4H8	56.06260026						MassDifference
Cluster_7120	Cluster_7068	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7120	Cluster_7069	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7120	Cluster_7099	CH4	CH4	16.03130013						MassDifference
Cluster_7120	Cluster_7100	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7121	Cluster_0585	C5H2	C5H2	62.01565006						MassDifference
Cluster_7121	Cluster_0613	C4H8	C4H8	56.06260026						MassDifference
Cluster_7121	Cluster_0614	C4H8	C4H8	56.06260026						MassDifference
Cluster_7121	Cluster_0674	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7121	Cluster_0675	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7121	Cluster_0678	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7121	Cluster_0679	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7121	Cluster_0754	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7121	Cluster_0761	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7121	Cluster_0763	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7121	Cluster_0788	C2	C2	24						MassDifference
Cluster_7121	Cluster_0832	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7121	Cluster_0842	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7121	Cluster_0843	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7121	Cluster_0859	C	C	12						MassDifference
Cluster_7121	Cluster_0961	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7121	Cluster_1064	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7121	Cluster_1150	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7121	Cluster_1151	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7121	Cluster_1162	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7121	Cluster_1174	O2	O2	31.98982924						MassDifference
Cluster_7121	Cluster_1452	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7121	Cluster_1453	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7121	Cluster_2416	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7121	Cluster_7051	C4H8	C4H8	56.06260026						MassDifference
Cluster_7121	Cluster_7068	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7121	Cluster_7069	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7121	Cluster_7099	CH4	CH4	16.03130013						MassDifference
Cluster_7121	Cluster_7100	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7123	Cluster_0628	C4H8	C4H8	56.06260026						MassDifference
Cluster_7123	Cluster_0678	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7123	Cluster_0679	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7123	Cluster_0682	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7123	Cluster_0692	C3H6	C3H6	42.04695019						MassDifference
Cluster_7123	Cluster_0693	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7123	Cluster_0763	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7123	Cluster_0774	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7123	Cluster_0788	C2H2	C2H2	26.01565006						MassDifference
Cluster_7123	Cluster_0832	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7123	Cluster_0842	CH4	CH4	16.03130013						MassDifference
Cluster_7123	Cluster_0843	CH4	CH4	16.03130013						MassDifference
Cluster_7123	Cluster_0859	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7123	Cluster_0870	C	C	12						MassDifference
Cluster_7123	Cluster_0944	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7123	Cluster_1088	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7123	Cluster_1089	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7123	Cluster_1090	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7123	Cluster_1150	C2H2	C2H2	26.01565006						MassDifference
Cluster_7123	Cluster_1151	C2H2	C2H2	26.01565006						MassDifference
Cluster_7123	Cluster_1162	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7123	Cluster_1175	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7123	Cluster_1416	C5H2	C5H2	62.01565006						MassDifference
Cluster_7123	Cluster_1417	C5H2	C5H2	62.01565006						MassDifference
Cluster_7123	Cluster_1418	C5H2	C5H2	62.01565006						MassDifference
Cluster_7123	Cluster_2444	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7123	Cluster_2445	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7123	Cluster_4207	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_7123	Cluster_7120	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7123	Cluster_7121	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7125	Cluster_0757	O2	O2	31.98982924						MassDifference
Cluster_7125	Cluster_0776	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7125	Cluster_0847	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7125	Cluster_0975	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7125	Cluster_1079	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7125	Cluster_1264	C3H6	C3H6	42.04695019						MassDifference
Cluster_7125	Cluster_1265	C3H6	C3H6	42.04695019						MassDifference
Cluster_7125	Cluster_1266	C3H6	C3H6	42.04695019						MassDifference
Cluster_7125	Cluster_1473	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7125	Cluster_2447	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7125	Cluster_2448	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7127	Cluster_0713	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7127	Cluster_0714	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7127	Cluster_0715	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7127	Cluster_0774	O2	O2	31.98982924						MassDifference
Cluster_7127	Cluster_0788	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7127	Cluster_0859	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7127	Cluster_0870	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7127	Cluster_0885	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7127	Cluster_1088	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7127	Cluster_1089	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7127	Cluster_1090	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7127	Cluster_1109	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_7127	Cluster_1162	C2	C2	24						MassDifference
Cluster_7127	Cluster_1175	C2H2	C2H2	26.01565006						MassDifference
Cluster_7127	Cluster_1193	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7127	Cluster_1194	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7127	Cluster_1300	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7127	Cluster_1450	C5H2	C5H2	62.01565006						MassDifference
Cluster_7127	Cluster_1451	C5H2	C5H2	62.01565006						MassDifference
Cluster_7127	Cluster_7106	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7129	Cluster_1093	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7129	Cluster_7096	C2	C2	24						MassDifference
Cluster_7129	Cluster_7109	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7132	Cluster_0725	C3H6	C3H6	42.04695019						MassDifference
Cluster_7132	Cluster_0802	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7132	Cluster_0903	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7132	Cluster_0982	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7132	Cluster_1013	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7132	Cluster_1091	C	C	12						MassDifference
Cluster_7132	Cluster_1136	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7132	Cluster_1137	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7132	Cluster_1138	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7132	Cluster_4258	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_7132	Cluster_7078	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7135	Cluster_0896	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7136	Cluster_0022	C3H6	C3H6	42.04695019						MassDifference
Cluster_7136	Cluster_0723	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7136	Cluster_0738	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7136	Cluster_0912	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7136	Cluster_1026	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7136	Cluster_1113	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7136	Cluster_1114	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7136	Cluster_1130	CH4	CH4	16.03130013						MassDifference
Cluster_7136	Cluster_1131	CH4	CH4	16.03130013						MassDifference
Cluster_7136	Cluster_1217	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7136	Cluster_1219	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7136	Cluster_1311	C3H6	C3H6	42.04695019						MassDifference
Cluster_7136	Cluster_1321	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7136	Cluster_1322	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7136	Cluster_1431	C4H8	C4H8	56.06260026						MassDifference
Cluster_7136	Cluster_1432	C4H8	C4H8	56.06260026						MassDifference
Cluster_7136	Cluster_7112	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7137	Cluster_0741	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7137	Cluster_0742	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7137	Cluster_0842	C2	C2	24						MassDifference
Cluster_7137	Cluster_0843	C2	C2	24						MassDifference
Cluster_7137	Cluster_0900	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7137	Cluster_0901	CH4	CH4	16.03130013						MassDifference
Cluster_7137	Cluster_1132	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7137	Cluster_1133	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7137	Cluster_1227	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7137	Cluster_1312	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7137	Cluster_1313	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7137	Cluster_1326	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7137	Cluster_1327	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7137	Cluster_1436	C4H8	C4H8	56.06260026						MassDifference
Cluster_7137	Cluster_1438	C4H8	C4H8	56.06260026						MassDifference
Cluster_7137	Cluster_7093	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7137	Cluster_7099	C2H2	C2H2	26.01565006						MassDifference
Cluster_7138	Cluster_1223	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7138	Cluster_2524	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7139	Cluster_0827	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7139	Cluster_0828	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7139	Cluster_0837	C2H2	C2H2	26.01565006						MassDifference
Cluster_7139	Cluster_0897	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7139	Cluster_0915	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7139	Cluster_0924	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7139	Cluster_0925	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7139	Cluster_1045	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7139	Cluster_1224	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7139	Cluster_1496	C5H2	C5H2	62.01565006						MassDifference
Cluster_7140	Cluster_0612	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7140	Cluster_0648	C5H2	C5H2	62.01565006						MassDifference
Cluster_7140	Cluster_0649	C5H2	C5H2	62.01565006						MassDifference
Cluster_7140	Cluster_0744	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7140	Cluster_0816	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7140	Cluster_0900	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7140	Cluster_0943	C	C	12						MassDifference
Cluster_7140	Cluster_1008	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7140	Cluster_1052	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7140	Cluster_1143	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7140	Cluster_1144	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7140	Cluster_1161	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7140	Cluster_1342	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7140	Cluster_1344	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7140	Cluster_1557	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7140	Cluster_2529	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7140	Cluster_7100	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7140	Cluster_7114	Amination (+NH2)/CH4	NH2/CH4	16.01872407/16.03130013						MassDifference
Cluster_7146	Cluster_0338	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7146	Cluster_0768	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7146	Cluster_0769	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7146	Cluster_0785	C3H6	C3H6	42.04695019						MassDifference
Cluster_7146	Cluster_0865	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7146	Cluster_0948	Amination (+NH3)	NH3	17.02654911						MassDifference
Cluster_7146	Cluster_1060	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7146	Cluster_1252	C2H2	C2H2	26.01565006						MassDifference
Cluster_7146	Cluster_1272	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7146	Cluster_1273	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7146	Cluster_1366	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7146	Cluster_1498	C4H8	C4H8	56.06260026						MassDifference
Cluster_7146	Cluster_1627	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7146	Cluster_1628	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7146	Cluster_1629	Isoprenylation (+C5H8)	C5H8	68.06260026						MassDifference
Cluster_7146	Cluster_4321	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_7146	Cluster_7103	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7146	Cluster_7112	C2	C2	24						MassDifference
Cluster_7146	Cluster_7119	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7149	Cluster_0788	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7149	Cluster_0870	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7149	Cluster_0885	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7149	Cluster_0961	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7149	Cluster_1175	C	C	12						MassDifference
Cluster_7149	Cluster_1193	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7149	Cluster_1194	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7149	Cluster_1587	C5H2	C5H2	62.01565006						MassDifference
Cluster_7149	Cluster_7123	Condensation (+H2O)	H2O	18.01056469						MassDifference
Cluster_7149	Cluster_7127	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7150	Cluster_0907	C2H2	C2H2	26.01565006						MassDifference
Cluster_7150	Cluster_0908	C2H2	C2H2	26.01565006						MassDifference
Cluster_7150	Cluster_0920	C2	C2	24						MassDifference
Cluster_7150	Cluster_1001	C	C	12						MassDifference
Cluster_7150	Cluster_1182	C	C	12						MassDifference
Cluster_7150	Cluster_1197	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7150	Cluster_1202	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7150	Cluster_1209	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7150	Cluster_1210	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7150	Cluster_1263	C2	C2	24						MassDifference
Cluster_7150	Cluster_1292	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7150	Cluster_1293	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7150	Cluster_1304	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7150	Cluster_1305	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7150	Cluster_1399	C3H6	C3H6	42.04695019						MassDifference
Cluster_7150	Cluster_1400	C3H6	C3H6	42.04695019						MassDifference
Cluster_7150	Cluster_1421	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7150	Cluster_1529	C4H8	C4H8	56.06260026						MassDifference
Cluster_7152	Cluster_0073	C2	C2	24						MassDifference
Cluster_7152	Cluster_0131	Disaccharide (+C12H20O11)	C12H20O11	340.100561						MassDifference
Cluster_7152	Cluster_0791	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7152	Cluster_0792	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7152	Cluster_1109	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7152	Cluster_1292	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7152	Cluster_1401	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7152	Cluster_2624	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7152	Cluster_2626	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7152	Cluster_2627	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7152	Cluster_7092	Carboxylation (+CO2)	CO2	43.98982924						MassDifference
Cluster_7152	Cluster_7127	Amination (+NH)	NH	15.01089904						MassDifference
Cluster_7153	Cluster_0022	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7153	Cluster_0689	C5H2	C5H2	62.01565006						MassDifference
Cluster_7153	Cluster_0690	C5H2	C5H2	62.01565006						MassDifference
Cluster_7153	Cluster_0691	C5H2	C5H2	62.01565006						MassDifference
Cluster_7153	Cluster_0997	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7153	Cluster_1115	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7153	Cluster_1116	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7153	Cluster_1118	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7153	Cluster_1190	C	C	12						MassDifference
Cluster_7153	Cluster_1202	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7153	Cluster_1219	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7153	Cluster_1284	C2H2	C2H2	26.01565006						MassDifference
Cluster_7153	Cluster_1300	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7153	Cluster_1311	Deamination (+CH2O)	CH2O	30.01056468						MassDifference
Cluster_7153	Cluster_1321	O2	O2	31.98982924						MassDifference
Cluster_7153	Cluster_1322	O2	O2	31.98982924						MassDifference
Cluster_7153	Cluster_1431	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7153	Cluster_1432	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7153	Cluster_1537	C4H8	C4H8	56.06260026						MassDifference
Cluster_7153	Cluster_1605	C5H2	C5H2	62.01565006						MassDifference
Cluster_7153	Cluster_7114	C2H2	C2H2	26.01565006						MassDifference
Cluster_7159	Cluster_0897	O2	O2	31.98982924						MassDifference
Cluster_7159	Cluster_0924	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7159	Cluster_0925	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7159	Cluster_1044	C	C	12						MassDifference
Cluster_7161	Cluster_0713	C5H2	C5H2	62.01565006						MassDifference
Cluster_7161	Cluster_0714	C5H2	C5H2	62.01565006						MassDifference
Cluster_7161	Cluster_0715	C5H2	C5H2	62.01565006						MassDifference
Cluster_7161	Cluster_0832	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7161	Cluster_0944	C2H2	C2H2	26.01565006						MassDifference
Cluster_7161	Cluster_0961	C2	C2	24						MassDifference
Cluster_7161	Cluster_1010	CH4	CH4	16.03130013						MassDifference
Cluster_7161	Cluster_1012	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7161	Cluster_1150	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7161	Cluster_1151	Hydrogenation (+H2)	H2	2.015650064						MassDifference
Cluster_7161	Cluster_1301	C2	C2	24						MassDifference
Cluster_7161	Cluster_1326	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7161	Cluster_1327	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7161	Cluster_1450	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7161	Cluster_1451	Acetylation (+C2H2O)	C2H2O	42.01056469						MassDifference
Cluster_7161	Cluster_1452	C3H6	C3H6	42.04695019						MassDifference
Cluster_7161	Cluster_1453	C3H6	C3H6	42.04695019						MassDifference
Cluster_7161	Cluster_1467	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7161	Cluster_1589	C4H8	C4H8	56.06260026						MassDifference
Cluster_7161	Cluster_1648	C5H2	C5H2	62.01565006						MassDifference
Cluster_7161	Cluster_1649	C5H2	C5H2	62.01565006						MassDifference
Cluster_7161	Cluster_2677	Hexose (C6H10O5)	C6H10O5	162.0528234						MassDifference
Cluster_7161	Cluster_7099	C3H6	C3H6	42.04695019						MassDifference
Cluster_7161	Cluster_7117	Formylation (+CO)	CO	27.99491462						MassDifference
Cluster_7161	Cluster_7120	C2H2	C2H2	26.01565006						MassDifference
Cluster_7161	Cluster_7121	C2H2	C2H2	26.01565006						MassDifference
Cluster_7161	Cluster_7123	C2	C2	24						MassDifference
Cluster_7161	Cluster_7137	CH4	CH4	16.03130013						MassDifference
Cluster_7166	Cluster_0732	C5H2	C5H2	62.01565006						MassDifference
Cluster_7166	Cluster_0833	C2H4O	C2H4O	44.02621475						MassDifference
Cluster_7166	Cluster_0847	C3H6	C3H6	42.04695019						MassDifference
Cluster_7166	Cluster_0950	Ethylation (+C2H4)	C2H4	28.03130013						MassDifference
Cluster_7166	Cluster_0963	C2H2	C2H2	26.01565006						MassDifference
Cluster_7166	Cluster_1034	CH4	CH4	16.03130013						MassDifference
Cluster_7166	Cluster_1035	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7166	Cluster_1036	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7166	Cluster_1070	C	C	12						MassDifference
Cluster_7166	Cluster_1245	Methylation (+CH2)	CH2	14.01565006						MassDifference
Cluster_7166	Cluster_1262	Hydroxylation (+O)	O	15.99491462						MassDifference
Cluster_7166	Cluster_1263	CH4	CH4	16.03130013						MassDifference
Cluster_7166	Cluster_1264	Amination (+NH2)	NH2	16.01872407						MassDifference
Cluster_7166	Cluster_1265	Amination (+NH2)	NH2	16.01872407						MassDifference
