Row,m/z,RT,Annotation/ID,formula,adduct,evidence,MSI Level,Comment
Cluster_0781,341.064727,1.663984032,,,,,,
Cluster_0782,341.0646374,2.417811085,,,,,,
Cluster_0783,341.0850715,0.701115329,,,,,,
Cluster_0784,341.0851199,0.983520987,,,,,,
Cluster_0785,341.1004932,2.411431737,,,,,,
Cluster_0788,341.2328783,5.147110441,,,,,,
Cluster_0790,342.2402817,3.131999947,,,,,,
Cluster_0791,342.2652491,6.269326367,,,,,,
Cluster_0792,342.2650694,6.396148608,,,,,,
Cluster_0795,343.1302428,1.109881555,,,,,,
Cluster_0796,343.1300588,2.3221243,,,,,,
Cluster_0797,343.1403516,3.37478635,,,,,,
Cluster_0799,343.1703401,5.988423641,,,,,,
Cluster_0800,343.1990893,2.742304078,,,,,,
Cluster_0801,343.1994284,0.98240591,,,,,,
Cluster_0802,343.2854639,7.073773421,,,,,,
Cluster_0804,344.0990827,2.561578018,,,,,,
Cluster_0805,344.1823624,0.98452607,,,,,,
Cluster_0806,344.2194764,2.504177915,,,,,,
Cluster_0807,344.2194272,2.598603177,,,,,,
Cluster_0808,344.2196507,3.027550887,,,,,,
Cluster_0809,344.226182,7.075790981,,,,,,
Cluster_0811,345.1783878,0.982172485,,,,,,
Cluster_0812,346.0557126,0.774396518,,,,,,
Cluster_0813,346.1805487,2.559352276,,,,,,
Cluster_0814,346.1805581,2.652060639,,,,,,
Cluster_0816,347.199468,5.635623547,,,,,,
Cluster_0818,348.1601311,2.190591633,,,,,,
Cluster_0819,348.1598803,2.716788914,,,,,,
Cluster_0820,348.1596246,1.002342115,,,,,,
Cluster_0822,348.1924541,3.155571285,,,,,,
Cluster_0823,348.192544,3.238162527,,,,,,
Cluster_0824,348.1923983,2.817200893,,,,,,
Cluster_0826,348.9706063,0.726709928,,,,,,
Cluster_0827,349.0696781,2.463264654,,,,,,
Cluster_0828,349.069692,2.609579734,,,,,,
Cluster_0832,349.2413395,8.274497642,,,,,,
Cluster_0833,350.1508535,3.223486122,,,,,,
Cluster_0834,350.1717657,1.734556257,,,,,,
Cluster_0835,350.1716928,2.869789178,,,,,,
Cluster_0837,351.0471334,0.747706739,,,,,,
Cluster_0839,351.1327037,0.983138156,,,,,,
Cluster_0841,351.1857912,8.790219526,,,,,,
Cluster_0842,351.21742,4.253751026,,,,,,
Cluster_0843,351.2208654,5.886002397,,,,,,
Cluster_0844,352.04423,0.983844913,,,,,,
Cluster_0846,352.0439825,1.694210838,,,,,,
Cluster_0847,352.1337349,2.992725946,,,,,,
Cluster_0849,353.0137096,3.862386279,,,,,,
Cluster_0857,353.2005202,6.106537497,,,,,,
Cluster_0859,353.2333652,4.375409206,,,,,,
Cluster_0860,353.3058448,6.766289334,,,,,,
Cluster_0862,354.9468667,4.021913958,,,,,,
Cluster_0864,355.0801111,2.895470046,,,,,,
Cluster_0865,355.1579399,7.308419613,,,,,,
Cluster_0870,355.2490081,4.538928455,,,,,,
Cluster_0871,355.3213984,7.18329206,,,,,,
Cluster_0872,356.182169,2.624563319,,,,,,
Cluster_0874,356.2555863,3.253963962,,,,,,
Cluster_0875,356.255589,3.341878869,,,,,,
Cluster_0876,356.2554829,3.636654415,,,,,,
Cluster_0877,356.981054,0.856836607,,,,,,
Cluster_0878,356.9992152,0.749242905,,,,,,
Cluster_0879,356.9854949,0.762863563,,,,,,
Cluster_0881,357.0892714,1.832753262,,,,,,
Cluster_0882,357.1066114,2.865207958,,,,,,
Cluster_0884,357.2147816,2.960202873,,,,,,
Cluster_0885,357.2241696,0.981681846,,,,,,
Cluster_0886,357.2147646,1.232136962,,,,,,
Cluster_0887,357.2507039,2.344387295,,,,,,
Cluster_0888,357.2505624,2.513026628,,,,,,
Cluster_0891,358.161569,2.708682526,,,,,,
Cluster_0892,358.1983207,2.841137888,,,,,,
Cluster_0894,358.1985042,1.136267386,,,,,,
Cluster_0896,358.8220908,0.597737708,,,,,,
Cluster_0897,359.0489199,0.767698615,,,,,,
Cluster_0900,359.1942336,0.98391515,,,,,,
Cluster_0901,359.1854127,1.118900584,,,,,,
Cluster_0902,359.2300247,0.974795074,,,,,,
Cluster_0903,359.280349,5.117803671,,,,,,
Cluster_0907,360.1960452,2.840381785,,,,,,
Cluster_0908,360.1942576,3.030190309,,,,,,
Cluster_0911,361.1327713,4.441563435,,,,,,
Cluster_0912,361.1504716,3.788342188,,,,,,
Cluster_0915,362.0505859,0.786342986,,,,,,
Cluster_0918,362.1753748,2.743016224,,,,,,
Cluster_0920,362.2087796,3.084695596,,,,,,
Cluster_0922,362.236581,6.304595633,,,,,,
Cluster_0923,362.2365739,5.915519382,,,,,,
Cluster_0924,363.0489809,2.667527314,,,,,,
Cluster_0925,363.0486142,2.803596302,,,,,,
Cluster_0933,364.0440307,0.877636994,,,,,,
Cluster_0934,364.1873935,2.50593717,,,,,,
Cluster_0935,364.1874984,2.601705669,,,,,,
Cluster_0936,364.1875292,2.905839426,,,,,,
Cluster_0937,364.9654768,0.792035025,,,,,,
Cluster_0938,365.0499206,0.868586548,,,,,,
Cluster_0939,365.0499101,0.883332143,,,,,,
Cluster_0942,365.1735246,3.893806183,,,,,,
Cluster_0943,365.2100162,4.175857883,,,,,,
Cluster_0944,365.2332478,4.669501639,,,,,,
Cluster_0946,365.2699185,6.599340377,,,,,,
Cluster_0948,366.1206377,4.890813336,,,,,,
Cluster_0950,366.146565,2.947642262,,,,,,
Cluster_0951,366.1665548,2.418828336,,,,,,
Cluster_0953,366.2146616,2.511282041,,,,,,
Cluster_0957,367.1909986,5.686614755,,,,,,
Cluster_0959,367.2157234,6.639115123,,,,,,
Cluster_0961,367.2460933,6.283776139,,,,,,
Cluster_0963,368.1612235,3.263739105,,,,,,
Cluster_0965,368.1848225,3.927558229,,,,,,
Cluster_0971,369.2048841,6.63599304,,,,,,
Cluster_7049,305.2491356,7.113436692,FA(20:3),C20H34O2,[M-H]-,MS1,3,
Cluster_0975,370.1629768,2.922808341,,,,,,
Cluster_0978,370.2708298,3.841836516,,,,,,
Cluster_0979,371.2301611,1.41700918,,,,,,
Cluster_0980,371.2301844,2.621314984,,,,,,
Cluster_0981,371.2660714,2.678020164,,,,,,
Cluster_0982,371.2802594,5.993738159,,,,,,
Cluster_0983,371.3162598,6.476880434,,,,,,
Cluster_0986,372.2141504,3.047583629,,,,,,
Cluster_0987,372.2141504,3.047583629,,,,,,
Cluster_0989,373.0452775,4.483900618,,,,,,
Cluster_0990,373.0452557,4.705266727,,,,,,
Cluster_0991,373.0452147,5.214515089,,,,,,
Cluster_0992,373.045233,5.896013296,,,,,,
Cluster_0993,373.1152533,2.848947245,,,,,,
Cluster_0995,373.163026,6.207518672,,,,,,
Cluster_0997,373.1881356,3.145967253,,,,,,
Cluster_0999,373.2098898,2.561157192,,,,,,
Cluster_1000,374.1560142,0.98372497,,,,,,
Cluster_1001,374.2099002,3.22227438,,,,,,
Cluster_1003,374.2454336,4.994954927,,,,,,
Cluster_1005,375.1308388,2.758875805,,,,,,
Cluster_1008,375.1941691,4.782964967,,,,,,
Cluster_1010,375.220799,7.607389358,,,,,,
Cluster_1012,375.2568239,6.754522037,,,,,,
Cluster_1013,375.3111087,7.032302534,,,,,,
Cluster_1016,376.1870598,2.532878464,,,,,,
Cluster_1017,376.1873901,2.246594405,,,,,,
Cluster_1018,376.2246295,3.240983797,,,,,,
Cluster_1019,376.2246357,3.310258803,,,,,,
Cluster_1020,377.0039273,4.322970027,,,,,,
Cluster_1021,377.0858048,0.699714426,,,,,,
Cluster_1022,377.1004945,0.701865346,,,,,,
Cluster_1026,377.1810654,4.312322751,,,,,,
Cluster_1031,377.270027,6.992447741,,,,,,
Cluster_0629,311.2224373,5.315029904,C18:1 dicarboxylic acid?,,,,,
Cluster_0641,313.238946,4.917789575,C18 dicarboxylic acdi,,,,,
Cluster_1034,378.1519662,2.76465191,,,,,,
Cluster_1035,378.1657533,1.355306114,,,,,,
Cluster_1036,378.1656851,2.417028303,,,,,,
Cluster_1038,378.2029731,2.760336412,,,,,,
Cluster_1039,378.2039691,3.098626368,,,,,,
Cluster_1041,378.2030898,2.435348332,,,,,,
Cluster_1042,378.2035127,2.592046352,,,,,,
Cluster_1043,378.9808821,0.723883058,,,,,,
Cluster_1044,379.0438412,1.694012742,,,,,,
Cluster_1045,379.0831588,0.700186686,,,,,,
Cluster_1049,379.1557616,5.865173659,,,,,,
Cluster_1052,379.2231565,5.224797024,,,,,,
Cluster_1053,379.2853538,6.692609131,,,,,,
Cluster_1055,380.0608934,0.859357528,,,,,,
Cluster_1057,380.1820753,2.471044462,,,,,,
Cluster_1058,380.1822482,2.606013349,,,,,,
Cluster_1059,380.2303045,2.722282165,,,,,,
Cluster_1060,381.1315379,3.054181573,,,,,,
Cluster_1064,381.2312285,7.287466492,,,,,,
Cluster_1065,381.2773849,5.283508813,,,,,,
Cluster_1067,381.3367703,7.106325623,,,,,,
Cluster_1068,382.1441815,2.929503223,,,,,,
Cluster_1070,382.1766476,3.299772245,,,,,,
Cluster_0640,313.2397381,5.09254524,C18 dicarboxylic acdi,,,,,
Cluster_0774,339.2542546,7.171311702,C20:1 dicarboxylic acid?,,,,,
Cluster_1078,384.1560597,2.797950806,,,,,,
Cluster_1079,384.1650251,0.959057645,,,,,,
Cluster_1082,384.956208,0.766278837,,,,,,
Cluster_1085,385.245322,2.880357853,,,,,,
Cluster_1086,385.245572,2.981591514,,,,,,
Cluster_1087,385.2455615,3.09244893,,,,,,
Cluster_1088,385.2565015,1.402977928,,,,,,
Cluster_1089,385.256495,2.383670189,,,,,,
Cluster_1090,385.2566028,2.504672337,,,,,,
Cluster_1091,385.2957001,7.056822036,,,,,,
Cluster_1093,385.9636702,0.702738578,,,,,,
Cluster_1097,387.1144357,0.795581372,,,,,,
Cluster_1098,387.1876742,0.983917557,,,,,,
Cluster_1100,387.2033429,3.1713501,,,,,,
Cluster_1101,387.2248696,2.556209528,,,,,,
Cluster_1102,387.2249855,2.847173718,,,,,,
Cluster_1105,388.1713953,2.693263214,,,,,,
Cluster_1109,388.2704445,5.997471444,,,,,,
Cluster_1113,389.1812766,4.233971234,,,,,,
Cluster_1114,389.1820666,2.952963476,,,,,,
Cluster_1115,389.2220257,2.433971856,,,,,,
Cluster_1116,389.2219904,2.307371503,,,,,,
Cluster_1118,389.2220257,2.44008869,,,,,,
Cluster_1120,389.2697291,7.396717742,,,,,,
Cluster_1122,390.1340482,1.229788955,,,,,,
Cluster_1123,390.1678811,2.765264087,,,,,,
Cluster_1125,390.2027301,2.73077126,,,,,,
Cluster_1126,390.2400772,3.447609099,,,,,,
Cluster_1130,391.1982777,2.856575296,,,,,,
Cluster_1131,391.1988904,3.144856788,,,,,,
Cluster_1132,391.209957,2.21459007,,,,,,
Cluster_1133,391.2350921,2.539170464,,,,,,
Cluster_1135,391.2851662,6.862568291,,,,,,
Cluster_1136,391.3061344,5.16606835,,,,,,
Cluster_1137,391.3061942,5.283169803,,,,,,
Cluster_1138,391.3060899,6.586733695,,,,,,
Cluster_1139,392.0259585,0.731399975,,,,,,
Cluster_1143,392.2191509,2.737836666,,,,,,
Cluster_1144,392.2189732,3.016233172,,,,,,
Cluster_1147,393.1713824,6.311831821,,,,,,
Cluster_1150,393.2674123,6.9347029,,,,,,
Cluster_1151,393.267558,7.33012891,,,,,,
Cluster_1153,394.054611,0.977602076,,,,,,
Cluster_1155,394.1977755,2.531105812,,,,,,
Cluster_1156,394.1980063,2.626175819,,,,,,
Cluster_1158,395.1916568,3.375962673,,,,,,
Cluster_1159,395.1918074,3.529390275,,,,,,
Cluster_1161,395.2202673,5.990164542,,,,,,
Cluster_1162,395.2445716,5.007252495,,,,,,
Cluster_1164,396.1599021,2.951605965,,,,,,
Cluster_0973,369.3008283,6.487958614,C22 dicarboxylic acid?,,,,,
Cluster_1032,378.0602159,2.41416296,angl#2,C13H18NO10P,[M-H]-,MS2,2,
Cluster_1033,378.0603142,1.354484101,angl#2,C13H18NO10P,[M-H]-,MS2,2,
Cluster_1174,397.2262029,6.255786766,,,,,,
Cluster_1175,397.2595363,5.324588041,,,,,,
Cluster_1071,382.2002579,4.194599268,GPNAE(11:0),C16H34NO7P,[M-H]-,,,ms2 pattern + mz diff CH2 to cluster_1165
Cluster_1075,383.3161348,6.64391543,C23 dicarboxylic acid?,,,,,
Cluster_1180,398.1716481,3.24166497,,,,,,
Cluster_1182,398.20075,6.308014913,,,,,,
Cluster_1190,399.2034067,3.094656622,,,,,,
Cluster_1191,399.2606169,3.020868246,,,,,,
Cluster_1192,399.2609541,3.16266771,,,,,,
Cluster_1193,399.2727606,2.590926248,,,,,,
Cluster_1194,399.272374,2.747398974,,,,,,
Cluster_1197,400.2200833,2.489914527,,,,,,
Cluster_1198,400.2559686,0.985500566,,,,,,
Cluster_1200,401.1422134,6.633719305,,,,,,
Cluster_1202,401.2193951,3.152555639,,,,,,
Cluster_1203,401.2403883,2.544352017,,,,,,
Cluster_1204,401.2404338,2.891271989,,,,,,
Cluster_1205,401.2404567,3.068331312,,,,,,
Cluster_1206,402.0594399,2.758729626,,,,,,
Cluster_1209,402.1999962,0.981116021,,,,,,
Cluster_1210,402.1993102,2.398325142,,,,,,
Cluster_1213,402.2606592,3.636887557,,,,,,
Cluster_1215,402.9949506,0.797300036,,,,,,
Cluster_1217,403.1617619,2.810657915,,,,,,
Cluster_1218,403.190004,4.060282457,,,,,,
Cluster_1219,403.197777,3.122445691,,,,,,
Cluster_1223,405.0283232,0.827640638,,,,,,
Cluster_1224,405.1006585,6.206238853,,,,,,
Cluster_1226,405.1921623,6.980149489,,,,,,
Cluster_1227,405.2309331,6.489059237,,,,,,
Cluster_1229,406.198166,3.248720771,,,,,,
Cluster_1230,406.1980772,2.715337642,,,,,,
Cluster_1231,406.2347913,2.871628888,,,,,,
Cluster_1233,406.2348336,3.189897977,,,,,,
Cluster_1234,406.2404938,2.871082354,,,,,,
Cluster_1240,407.1928497,2.576337608,,,,,,
Cluster_1241,407.2563283,4.862017082,,,,,,
Cluster_1242,407.2563718,4.961146348,,,,,,
Cluster_1244,408.1769789,2.461853843,,,,,,
Cluster_1245,408.1951383,3.378308649,,,,,,
Cluster_1165,396.2157499,4.468272995,GPNAE(12:0),C17H36NO7P,[M-H]-,MS2,2,
Cluster_1248,409.0400934,0.8035684,,,,,,
Cluster_1249,409.0903534,3.002355375,,,,,,
Cluster_1250,409.0917614,0.718197426,,,,,,
Cluster_1252,409.1570304,5.164468651,,,,,,
Cluster_1255,409.235744,6.384587011,,,,,,
Cluster_1259,409.2710761,6.278148331,,,,,,
Cluster_1166,396.2156455,4.628467879,LPE(12:0),C17H36NO7P,[M-H]-,MS2,2,
Cluster_1261,410.0017103,0.742663286,,,,,,
Cluster_1262,410.1751487,2.713512974,,,,,,
Cluster_1263,410.2082888,3.424058738,,,,,,
Cluster_1264,410.1948399,3.597222796,,,,,,
Cluster_1265,410.1948967,3.852159514,,,,,,
Cluster_1266,410.1948239,4.167532603,,,,,,
Cluster_1167,396.2157274,4.738223628,LPE(12:0),C17H36NO7P,[M-H]-,MS2,2,
Cluster_1268,410.2311933,4.899770539,,,,,,
Cluster_1246,408.2054938,4.433767351,GPNAE(13:1),C18H36NO7P,[M-H]-,MS2,,found by similarity to Cluster_1749
Cluster_1271,411.1071537,2.758709975,,,,,,
Cluster_1272,411.1419891,3.998855119,,,,,,
Cluster_1273,411.1795417,3.58095072,,,,,,
Cluster_1177,397.3316499,6.901482582,C24 dicarboxylic acid,,,,,
Cluster_1276,412.1874469,3.266076363,,,,,,
Cluster_1176,397.3316761,6.52965336,C24 dicarboxylic acid,,,,,
Cluster_1279,412.9054937,0.736452532,,,,,,
Cluster_1284,413.2192462,3.263470824,,,,,,
Cluster_1285,413.2765358,3.206110412,,,,,,
Cluster_1287,413.3265789,6.581312272,,,,,,
Cluster_1291,414.21476,2.804565521,,,,,,
Cluster_1292,414.2435944,0.98410074,,,,,,
Cluster_1293,414.2354983,2.431289919,,,,,,
Cluster_1296,415.1475076,4.136231144,,,,,,
Cluster_1298,415.2200678,1.014496188,,,,,,
Cluster_1299,415.2200579,2.70705828,,,,,,
Cluster_1300,415.2349442,3.286505229,,,,,,
Cluster_1301,415.2559074,2.951761077,,,,,,
Cluster_1303,415.285283,7.349016746,,,,,,
Cluster_1304,416.2152891,2.445950208,,,,,,
Cluster_1305,416.2149437,0.983511458,,,,,,
Cluster_1308,416.337649,6.03873136,,,,,,
Cluster_1311,417.2140611,3.151912023,,,,,,
Cluster_1312,417.2277256,5.064934746,,,,,,
Cluster_1313,417.2304059,2.462568604,,,,,,
Cluster_1318,418.7739395,0.608269832,,,,,,
Cluster_1321,419.1915288,3.364034891,,,,,,
Cluster_1322,419.1969108,2.450106959,,,,,,
Cluster_1324,419.2298525,3.061779889,,,,,,
Cluster_1325,419.2294362,3.169218666,,,,,,
Cluster_1326,419.2408574,2.561398875,,,,,,
Cluster_1327,419.2461708,6.993606721,,,,,,
Cluster_1329,420.1445708,0.991640272,,,,,,
Cluster_1330,420.1447842,0.72016238,,,,,,
Cluster_1267,410.2312752,4.689680206,GPNAE(13:0),C18H38NO7P,[M-H]-,MS2,2,mass difference ch2 to cluster_1165
Cluster_1333,420.2154309,5.882768847,,,,,,
Cluster_1260,409.3316564,6.80234703,C25 dicarboxylic acid?,,,,,
Cluster_1335,420.2507431,4.99507881,,,,,,
Cluster_1337,421.1360832,2.759148773,,,,,,
Cluster_1340,421.2086054,2.592663046,,,,,,
Cluster_1341,421.2093053,2.936362195,,,,,,
Cluster_1342,421.2357711,6.073942061,,,,,,
Cluster_1343,421.2274074,6.232337065,,,,,,
Cluster_1344,421.2358809,6.390587816,,,,,,
Cluster_1346,421.2452051,2.419838517,,,,,,
Cluster_1269,410.2311096,5.015887052,LPE(13:0),C18H38NO7P,[M-H]-,MS2,2,
Cluster_1350,422.2554935,4.698026249,,,,,,
Cluster_1351,423.1058393,3.408333179,,,,,,
Cluster_1353,423.1866258,4.304437605,,,,,,
Cluster_1354,423.251447,4.309774112,,,,,,
Cluster_1355,423.2516016,4.425511281,,,,,,
Cluster_1356,423.3840579,7.545630474,,,,,,
Cluster_1357,424.1901761,2.90928689,,,,,,
Cluster_1358,424.2241789,3.61911802,,,,,,
Cluster_1277,412.2105328,4.290994314,GPNAE(12:0) O,C17H36NO8P,[M-H]-,MS2,2,mass difference to cluster 1165
Cluster_1274,411.3473388,6.998661532,C25 dicarboxylic acid?,,,,,
Cluster_1334,420.2155444,4.416368595,GPNAE(14:2),C19H36NO7P,[M-H]-,MS2,,found by similarity to cluster_1749 & GNPS mz difference -24 to 1165
Cluster_1364,425.1421957,5.492330747,,,,,,
Cluster_1366,425.1577967,4.313678818,,,,,,
Cluster_1367,425.182381,3.192781616,,,,,,
Cluster_1371,425.2573095,7.424282325,,,,,,
Cluster_1372,425.266974,4.607287117,,,,,,
Cluster_1374,425.2854934,4.608672673,,,,,,
Cluster_1375,425.3266184,6.424043617,,,,,,
Cluster_1376,426.0217765,0.790221325,,,,,,
Cluster_1377,426.1089218,0.987331476,,,,,,
Cluster_1378,426.1090346,2.255564842,,,,,,
Cluster_1379,426.1089285,0.704949975,,,,,,
Cluster_1381,426.202816,2.944469459,,,,,,
Cluster_1382,426.2029459,3.129227877,,,,,,
Cluster_1385,427.031894,4.484008966,,,,,,
Cluster_1387,427.2105634,4.780935099,,,,,,
Cluster_1390,427.2054934,2.909967292,,,,,,
Cluster_1391,427.2334682,5.188833662,,,,,,
Cluster_1394,427.2920932,3.366675078,,,,,,
Cluster_1396,427.2917324,3.710913482,,,,,,
Cluster_1398,428.1822644,2.810767918,,,,,,
Cluster_1399,428.2512352,2.669746398,,,,,,
Cluster_1400,428.2509367,2.848307286,,,,,,
Cluster_1401,428.2619949,0.984305992,,,,,,
Cluster_1404,428.2871347,2.458618722,,,,,,
Cluster_1405,428.287224,2.586555106,,,,,,
Cluster_1408,429.1543807,2.415798577,,,,,,
Cluster_1409,429.1761749,4.371282589,,,,,,
Cluster_1410,429.1762238,4.649264031,,,,,,
Cluster_1412,429.2352292,2.909253583,,,,,,
Cluster_1413,429.2352499,2.368965019,,,,,,
Cluster_1414,429.2341515,3.120168887,,,,,,
Cluster_1416,429.2644183,6.931770384,,,,,,
Cluster_1417,429.2713491,3.061038396,,,,,,
Cluster_1418,429.2713645,3.156893183,,,,,,
Cluster_1419,429.3005845,6.619172683,,,,,,
Cluster_1420,429.3006872,6.903678262,,,,,,
Cluster_1421,430.2306082,0.986592119,,,,,,
Cluster_1424,430.2663659,0.982221589,,,,,,
Cluster_1427,431.214212,2.566895387,,,,,,
Cluster_1428,431.2146789,2.321739224,,,,,,
Cluster_1429,431.2144134,2.515419174,,,,,,
Cluster_1431,431.232412,3.020661225,,,,,,
Cluster_1432,431.2282299,4.300320126,,,,,,
Cluster_1433,431.2503359,2.415947221,,,,,,
Cluster_1434,431.2508372,2.790129576,,,,,,
Cluster_1436,431.2801217,7.006361535,,,,,,
Cluster_1438,431.279716,8.453373414,,,,,,
Cluster_1441,432.2786584,4.776440401,,,,,,
Cluster_1442,432.2786223,4.856665914,,,,,,
Cluster_1443,432.8010909,0.68706905,,,,,,
Cluster_1444,432.9701999,0.804595763,,,,,,
Cluster_1448,433.2451762,3.19115977,,,,,,
Cluster_1450,433.256468,2.811778318,,,,,,
Cluster_1451,433.2620318,5.245265389,,,,,,
Cluster_1452,433.2965578,7.067720442,,,,,,
Cluster_1453,433.2956554,7.614073945,,,,,,
Cluster_1458,434.2944949,5.109063606,,,,,,
Cluster_1460,434.9694078,0.715506463,,,,,,
Cluster_1462,435.1865842,4.1716688,,,,,,
Cluster_1463,435.2249966,2.973294843,,,,,,
Cluster_1464,435.2231379,4.401530258,,,,,,
Cluster_1465,435.2511635,6.710172908,,,,,,
Cluster_1466,435.2512488,6.939551186,,,,,,
Cluster_1467,435.2782137,5.614763665,,,,,,
Cluster_1468,436.0178085,1.354015199,,,,,,
Cluster_1472,436.1857167,2.492782673,,,,,,
Cluster_1473,436.210379,3.773135626,,,,,,
Cluster_1474,436.2472492,4.977989207,,,,,,
Cluster_1475,437.1212135,3.656697313,,,,,,
Cluster_1477,437.2021399,4.3157396,,,,,,
Cluster_1478,437.2029632,2.491472295,,,,,,
Cluster_1479,437.2139142,1.00053768,,,,,,
Cluster_1483,437.2511345,2.585090709,,,,,,
Cluster_1487,438.1260228,2.758905342,,,,,,
Cluster_1332,420.215549,4.57871783,GPNAE(14:2),C19H36NO7P,[M-H]-,,,similarity and GNPS mz difference -24 to cluster_1165
Cluster_1490,438.2258185,4.133826621,,,,,,
Cluster_1349,422.2314337,4.697103617,GPNAE(14:1),C19H38NO7P,[M-H]-,,,mass diff 26 (CN) to cluster_1165 + MS2 pattern
Cluster_1359,424.2467785,5.053140096,GPNAE(14:0),C19H40NO7P,[M-H]-,MS2,2,mass difference C2H4 to cluster_1165
Cluster_1360,424.2464924,5.252921219,LPE(14:0),C19H40NO7P,[M-H]-,MS2,2,
Cluster_1496,439.0853536,0.747884123,,,,,,
Cluster_1498,439.2099522,5.557275853,,,,,,
Cluster_1499,439.2348289,2.942827313,,,,,,
Cluster_1500,439.2461167,4.515553726,,,,,,
Cluster_1502,439.2917413,3.283630643,,,,,,
Cluster_1503,439.3788265,7.058538565,,,,,,
Cluster_1504,439.3790068,7.177938562,,,,,,
Cluster_1505,440.2189206,3.27940427,,,,,,
Cluster_1508,441.1188058,2.826393821,,,,,,
Cluster_1509,441.1525594,3.924536464,,,,,,
Cluster_1510,441.2018852,7.360814277,,,,,,
Cluster_1511,441.2260819,4.952045698,,,,,,
Cluster_1512,441.2261321,5.076814187,,,,,,
Cluster_1513,441.2522342,6.352078605,,,,,,
Cluster_1515,441.2617355,4.172315302,,,,,,
Cluster_1516,441.2614726,4.271762167,,,,,,
Cluster_1517,441.3080576,3.343124234,,,,,,
Cluster_1518,441.3076836,3.871693052,,,,,,
Cluster_1520,441.3404479,4.952577261,,,,,,
Cluster_1521,441.3406005,5.077675391,,,,,,
Cluster_1522,442.0164372,0.80989057,,,,,,
Cluster_1526,442.1961255,2.685074662,,,,,,
Cluster_1528,442.2102634,3.190830117,,,,,,
Cluster_1529,442.2658787,2.702599923,,,,,,
Cluster_1530,443.1686634,2.55242119,,,,,,
Cluster_1532,443.183611,5.906230417,,,,,,
Cluster_1533,443.2200898,5.505983287,,,,,,
Cluster_1534,443.2201955,5.588516056,,,,,,
Cluster_1535,443.2248435,2.360593149,,,,,,
Cluster_1536,443.2507335,2.633639886,,,,,,
Cluster_1537,443.2649132,5.324308374,,,,,,
Cluster_1540,443.287168,3.206312351,,,,,,
Cluster_1542,444.0318045,0.755347738,,,,,,
Cluster_1361,424.2465688,5.371848387,LPE(14:0),C19H40NO7P,[M-H]-,MS2,2,
Cluster_1545,444.2248062,3.118547544,,,,,,
Cluster_1546,444.2479349,0.98951694,,,,,,
Cluster_1547,444.2817242,2.568212223,,,,,,
Cluster_1548,444.7838863,0.681836898,,,,,,
Cluster_1550,445.2091626,3.182233075,,,,,,
Cluster_1551,445.2300914,2.5445785,,,,,,
Cluster_1552,445.2355691,5.850511463,,,,,,
Cluster_1553,445.235645,5.940268647,,,,,,
Cluster_1555,445.2482214,3.300311135,,,,,,
Cluster_1556,445.2589528,7.09021726,,,,,,
Cluster_1557,445.2664273,2.752321133,,,,,,
Cluster_1558,445.2957201,6.429518295,,,,,,
Cluster_1559,445.2955205,6.770374122,,,,,,
Cluster_1560,446.0463565,1.354454181,,,,,,
Cluster_1561,446.0461171,2.41106689,,,,,,
Cluster_1488,438.2257446,3.856864882,GPNAE(14:1) O,C19H38NO8P,[M - H]-,,,same fragmentation pattern then Cluster_1492 + mass difference C2H2O cluster_1165
Cluster_1563,446.2306837,6.084780653,,,,,,
Cluster_1564,446.2306273,6.222852198,,,,,,
