"","Row","m.z","RT","Annotation","formula","adduct","evidence","SIRIUS_molecularFormula","SIRIUS_adduct"
"4676","Cluster_4676",658.4999489,24.20185199,"","",NA,NA,"",""
"4677","Cluster_4677",658.4998627,23.28629101,"","",NA,NA,"",""
"4678","Cluster_4678",658.5560319,21.29088131,"","",NA,NA,"",""
"4679","Cluster_4679",658.555648,21.47939733,"","",NA,NA,"C30H69N13O3|C45H73NO2|C41H69N7|C40H73N3O4|C26H65N19O|C35H69N11O|C36H69N9O2|C34H73N7O5|C38H78NO5P|C37H77N3O4S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4680","Cluster_4680",658.5581043,19.88916666,"","",NA,NA,"C30H69N13O3|C45H73NO2|C35H69N11O|C34H73N7O5|C41H69N7|C38H77NO7|C40H73N3O4|C39H73N5O3|C38H73N7S|C42H77NO2S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4681","Cluster_4681",658.5580533,20.03039752,"","",NA,NA,"",""
"4682","Cluster_4682",658.557945,20.09709413,"","",NA,NA,"C30H69N13O3|C45H73NO2|C41H69N7|C35H69N11O|C34H73N7O5|C40H73N3O4|C38H77NO7|C39H73N5O3|C26H65N19O|C38H73N7S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4683","Cluster_4683",659.2921573,7.635684111,"","",NA,NA,"C27H44N6O13|C28H40N10O9|C25H49N4O14P|C20H46N12O9P2|C23H47N7O13P|C29H36N14O5|C26H45N8O10P|C22H41N14O8P|C20H44N12O11S|C28H48N6O8S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4684","Cluster_4684",659.3762066,5.087710829,"","",NA,NA,"",""
"4685","Cluster_4685",659.5596767,21.38169573,"","",NA,NA,"",""
"4686","Cluster_4686",660.3178878,13.2406345,"","",NA,NA,"C31H52NO12P|C33H47N3O11|C26H52N3O14P|C23H43N13O10|C22H47N9O14|C27H48N7O10P|C26H51N3O16|C20H45N12O13|C38H47NO9|C34H43N7O7","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4687","Cluster_4687",660.3180041,13.61500874,"","",NA,NA,"C31H52NO12P|C25H53N5O11P2|C26H52N3O14P|C16H48N13O13P|C21H48N11O11P|C27H48N7O10P|C32H48N5O8P|C28H56NO12PS|C18H50N10O14P|C26H49N9O7P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4688","Cluster_4688",660.3162761,14.03158583,"","",NA,NA,"C26H52N3O14P|C31H52NO12P|C25H53N5O11P2|C27H48N7O10P|C26H49N9O7P2|C21H48N11O11P|C28H56NO12PS|C25H52N5O13P|C21H49N11O9P2|C29H50N4O11P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4689","Cluster_4689",660.5536979,21.47855971,"","",NA,NA,"",""
"4690","Cluster_4690",660.5556359,19.88930341,"","",NA,NA,"",""
"4691","Cluster_4691",660.5556347,20.09667039,"","",NA,NA,"",""
"4692","Cluster_4692",662.3339227,13.73273686,"","",NA,NA,"C31H54NO12P|C25H55N5O11P2|C32H50N5O8P|C26H53N3O16|C38H49NO9|C21H50N11O11P|C27H49N7O12|C23H45N13O10|C22H49N9O14|C30H55N3O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4693","Cluster_4693",662.3324119,14.00673632,"","",NA,NA,"C31H54NO12P|C25H55N5O11P2|C26H54N3O14P|C27H57N2O12P2|C21H50N11O11P|C32H50N5O8P|C25H54N5O13P|C30H55N3O9P2|C22H49N9O14|C26H51N9O7P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4694","Cluster_4694",662.3339313,13.709347,"","",NA,NA,"",""
"4695","Cluster_4695",662.4515713,19.06816202,"","",NA,NA,"C36H57N9O3|C40H61N3O5|C29H61N9O8|C29H62N9O6P|C35H61N5O7|C26H63N8O11|C37H63N2O8|C28H55N16O3|C33H61N9O3S|C30H61N7O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4696","Cluster_4696",662.4796792,19.64076286,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4697","Cluster_4697",662.4784984,19.666975,"","",NA,NA,"",""
"4698","Cluster_4698",662.4796538,19.69603981,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4699","Cluster_4699",662.4818364,19.74257045,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4700","Cluster_4700",662.479627,19.83120579,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4701","Cluster_4701",662.4802347,19.93836751,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4702","Cluster_4702",662.4801892,20.00394906,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4703","Cluster_4703",662.4801667,20.05648,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4704","Cluster_4704",662.4802582,20.13626494,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4705","Cluster_4705",662.4797234,20.20419306,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4706","Cluster_4706",662.4796359,20.32945409,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4707","Cluster_4707",662.4800881,20.39764945,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4708","Cluster_4708",662.4801815,20.5837616,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4709","Cluster_4709",662.4796813,21.34484687,"","",NA,NA,"C35H70NO8P","[M - H]-"
"4710","Cluster_4710",662.4796317,21.44060493,"","",NA,NA,"",""
"4711","Cluster_4711",662.4799689,23.03471122,"","",NA,NA,"",""
"4712","Cluster_4712",663.3044143,8.757330798,"","",NA,NA,"C20H40N16O10|C19H44N12O14|C24H44N10O12|C21H36N20O6|C35H44N4O9|C26H54N2O13P2|C27H50N6O9P2|C37H46NO10|C25H55N4O10P3|C22H42N13O11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4713","Cluster_4713",663.3044189,8.887010249,"","",NA,NA,"",""
"4714","Cluster_4714",663.3041411,10.96906484,"","",NA,NA,"",""
"4715","Cluster_4715",663.4839679,19.50699046,"","",NA,NA,"",""
"4716","Cluster_4716",663.5362949,24.36953087,"","",NA,NA,"",""
"4717","Cluster_4717",664.1500211,6.256620104,"","",NA,NA,"",""
"4718","Cluster_4718",664.2161836,0.791034608,"","",NA,NA,"",""
"4719","Cluster_4719",664.2299499,11.69879705,"","",NA,NA,"C35H40NO10P","[M - H]-"
"4720","Cluster_4720",664.2719514,2.675687941,"","",NA,NA,"",""
"4721","Cluster_4721",664.3497435,14.45568964,"","",NA,NA,"C31H56NO12P|C32H52N5O8P|C30H57N3O9P2|C25H56N5O13P|C38H51NO9|C21H52N11O11P|C26H55N3O16|C27H59N2O12P2|C23H47N13O10|C26H53N9O7P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4722","Cluster_4722",664.626264,20.81969675,"","",NA,NA,"",""
"4723","Cluster_4723",664.6258747,20.01236377,"","",NA,NA,"",""
"4724","Cluster_4724",665.176161,8.755021901,"","",NA,NA,"",""
"4725","Cluster_4725",665.5023999,0.756756163,"","",NA,NA,"",""
"4726","Cluster_4726",666.2396335,5.20059247,"","",NA,NA,"",""
"4727","Cluster_4727",666.2444791,12.3338308,"","",NA,NA,"C35H42NO10P","[M - H]-"
"4728","Cluster_4728",666.2659805,9.23797672,"","",NA,NA,"C26H47N5O11P2|C27H46N3O14P|C28H42N7O10P|C24H37N13O10|C21H47N7O13P2|C23H41N9O14|C26H45N5O13S|C22H45N5O18|C19H37N15O12|C25H48N7O8P3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4729","Cluster_4729",666.2900505,12.76772104,"","",NA,NA,"C29H50NO14P|C21H41N13O12|C20H45N9O16|C28H49N3O13S|C36H45NO11|C17H37N19O10|C28H51N3O11P2|C18H43N12O15|C30H46N5O10P|C24H47N9O9P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4730","Cluster_4730",666.4384586,19.40265245,"","",NA,NA,"C25H57N13O8|C35H61N3O9|C26H53N17O4|C40H61NO7|C21H53N19O6|C32H65N3O9S|C33H66NO10P|C29H61N7O10|C30H57N11O6|C36H57N7O5","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4731","Cluster_4731",666.4381715,19.62877621,"","",NA,NA,"C35H61N3O9|C29H62N7O8P|C28H61N9O7S|C34H62N5O6P|C28H63N9O5P2|C30H58N11O4P|C38H59N4O6|C36H65N3O4S2|C32H67N3O7P2|C30H65N6O6P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4732","Cluster_4732",666.438441,18.3316302,"","",NA,NA,"",""
"4733","Cluster_4733",667.1902406,5.562012037,"","",NA,NA,"C22H42N2O17P2|C23H38N6O13P2|C21H43N4O14P3|C26H39NO17P|C24H37N4O16P|C24H34N10O9P2|C25H33N8O12P|C22H39N8O10P3|C17H39N10O12P3|C19H34N12O11P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4734","Cluster_4734",667.3201879,18.79622772,"","",NA,NA,"",""
"4735","Cluster_4735",667.4041523,9.763592224,"","",NA,NA,"",""
"4736","Cluster_4736",668.3443822,13.77421515,"","",NA,NA,"",""
"4737","Cluster_4737",668.4362151,19.40128841,"","",NA,NA,"",""
"4738","Cluster_4738",668.4358996,19.62271483,"","",NA,NA,"",""
"4739","Cluster_4739",668.5842849,21.37227339,"","",NA,NA,"C40H77NO6|C26H69N17O3|C30H73N11O5|C39H78N3O3P|C41H73N5O2|C38H75N4O5|C28H71N14O4|C32H76N8O4P|C43H75N2O3|C31H75N10O3S","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"4740","Cluster_4740",668.5840609,21.48024593,"","",NA,NA,"C40H77NO6|C26H69N17O3|C38H75N4O5|C28H71N14O4|C39H78N3O3P|C43H75N2O3|C41H73N5O2|C30H73N11O5|C32H75N8O6|C36H73N7O4","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"4741","Cluster_4741",668.5862844,20.09758659,"","",NA,NA,"",""
"4742","Cluster_4742",668.6202767,22.81296543,"","",NA,NA,"",""
"4743","Cluster_4743",669.321672,8.760675927,"","",NA,NA,"C28H46N8O11|C29H42N12O7|C27H50N4O15|C33H46N6O9|C26H51N6O12P|C27H47N10O8P|C25H38N18O5|C24H42N14O9|C23H43N16O6P|C29H50N8O6S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4744","Cluster_4744",669.3217152,8.887862407,"","",NA,NA,"C28H46N8O11|C29H42N12O7|C33H46N6O9|C27H50N4O15|C23H43N16O6P|C27H47N10O8P|C26H51N6O12P|C25H38N18O5|C21H48N14O7P2|C28H54N4O10S2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4745","Cluster_4745",669.3217398,9.011374936,"","",NA,NA,"C28H46N8O11|C29H42N12O7|C27H50N4O15|C23H43N16O6P|C25H38N18O5|C26H51N6O12P|C24H42N14O9|C27H47N10O8P|C21H48N14O7P2|C22H47N12O10P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4746","Cluster_4746",669.3205228,10.99576575,"","",NA,NA,"C28H46N8O11|C29H42N12O7|C27H50N4O15|C29H55N2O11PS|C32H50N2O13|C26H51N6O12P|C25H38N18O5|C28H54N4O10S2|C23H46N10O13|C33H46N6O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4747","Cluster_4747",669.4016506,23.97073507,"","",NA,NA,"C39H58O9|C41H50N8O|C40H54N4O5|C47H50N4|C45H54N2O3|C33H58N4O10|C36H50N10O3|C32H62O14|C39H55N6O2P|C29H54N10O8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4748","Cluster_4748",670.2777688,13.47277106,"","",NA,NA,"",""
"4749","Cluster_4749",670.2777688,13.47277106,"","",NA,NA,"",""
"4750","Cluster_4750",670.3239479,12.98780684,"","",NA,NA,"C30H50N5O10P|C28H55N3O11P2|C22H56N7O10P3|C24H58N4O11P3|C23H50N11O8PS|C27H56N5O8P3|C26H53N6O10P2|C21H55N9O9P2S|C14H47N19O8P2|C20H46N15O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4751","Cluster_4751",670.3216779,13.09522073,"","",NA,NA,"",""
"4752","Cluster_4752",670.3601045,14.61289395,"","",NA,NA,"",""
"4753","Cluster_4753",670.4176624,7.910760424,"","",NA,NA,"",""
"4754","Cluster_4754",670.511527,23.01949865,"","",NA,NA,"C31H65N11O5|C36H65N9O3|C35H69N5O7|C41H69NO6|C30H69N7O9|C40H69N3O5|C32H71N4O10|C27H61N17O3|C38H73NO6S|C38H75NO4P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4755","Cluster_4755",671.2703534,18.34642816,"","",NA,NA,"C21H36N16O10|C35H44O13|C42H40O8|C27H50N2O13P2|C24H44N6O16|C28H46N6O9P2|C28H48O18|C24H42N12O7P2|C25H40N10O12|C28H52N2O10S3","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4756","Cluster_4756",671.3336876,15.45796582,"","",NA,NA,"",""
"4757","Cluster_4757",671.3761358,6.754128584,"","",NA,NA,"",""
"4758","Cluster_4758",671.5438636,22.10713657,"","",NA,NA,"",""
"4759","Cluster_4759",672.2562193,11.9045532,"","",NA,NA,"",""
"4760","Cluster_4760",673.5656216,24.37039654,"","",NA,NA,"C38H79N2O5P|C45H74N2O2|C30H70N14O3|C43H79O3P|C42H76NO5|C39H78O8|C36H77N5O4P|C32H72N11O4|C37H80N4O2P2|C41H70N8","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4761","Cluster_4761",674.4799405,17.84744787,"","",NA,NA,"C36H70NO8P","[M - H]-"
"4762","Cluster_4762",675.2620661,11.69808419,"","",NA,NA,"",""
"4763","Cluster_4763",675.3383187,14.73555244,"","",NA,NA,"",""
"4764","Cluster_4764",676.2755613,12.08263434,"","",NA,NA,"",""
"4765","Cluster_4765",676.2738884,12.33323164,"","",NA,NA,"C21H43N9O16|C29H49N3O11P2|C24H49N5O13P2|C31H44N5O10P|C22H39N13O12|C30H48NO14P|C17H36N21O7P|C18H35N19O10|C23H50N7O10P3|C26H51N2O14P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4766","Cluster_4766",676.2738884,12.33323164,"","",NA,NA,"",""
"4767","Cluster_4767",676.3124274,12.709398,"","",NA,NA,"",""
"4768","Cluster_4768",676.3125176,11.88728717,"","",NA,NA,"",""
"4769","Cluster_4769",676.2755613,12.08263434,"","",NA,NA,"",""
"4770","Cluster_4770",676.3139858,11.63362722,"","",NA,NA,"",""
"4771","Cluster_4771",676.3125176,11.88728717,"","",NA,NA,"",""
"4772","Cluster_4772",676.3124274,12.71226994,"","",NA,NA,"C30H53N3O10P2|C26H49N9O8P2|C31H52NO13P|C32H48N5O9P|C25H53N5O12P2|C28H44N11O7P|C27H48N7O11P|C22H44N15O8P|C26H52N3O15P|C21H48N11O12P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4773","Cluster_4773",676.3135947,11.17082277,"","",NA,NA,"",""
"4774","Cluster_4774",676.4942772,19.30826988,"","",NA,NA,"",""
"4775","Cluster_4775",676.4935488,19.38188151,"","",NA,NA,"C36H72NO8P","[M - H]-"
"4776","Cluster_4776",676.4923353,19.40653523,"","",NA,NA,"",""
"4777","Cluster_4777",676.4963441,19.43495419,"","",NA,NA,"",""
"4778","Cluster_4778",676.4941178,19.45513405,"","",NA,NA,"",""
"4779","Cluster_4779",676.4957489,19.50207973,"","",NA,NA,"C36H72NO8P","[M - H]-"
"4780","Cluster_4780",676.4956901,19.52368666,"","",NA,NA,"C36H72NO8P","[M - H]-"
"4781","Cluster_4781",676.4678788,19.62694186,"","",NA,NA,"C36H63N5O7|C35H67NO11|C34H68N3O8P|C41H63N3O5|C30H63N9O8|C26H59N15O6|C33H69N5O5P2|C31H63N7O9|C35H64N7O4P|C39H68NO6P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4782","Cluster_4782",676.492183,19.66932139,"","",NA,NA,"",""
"4783","Cluster_4783",676.4942139,19.69810788,"","",NA,NA,"C36H72NO8P","[M - H]-"
"4784","Cluster_4784",676.4963026,19.74130299,"","",NA,NA,"C36H72NO8P","[M - H]-"
"4785","Cluster_4785",676.494217,19.82985992,"","",NA,NA,"",""
"4786","Cluster_4786",676.4955746,19.9463926,"","",NA,NA,"",""
"4787","Cluster_4787",676.4942772,19.30826988,"","",NA,NA,"",""
"4788","Cluster_4788",676.4935488,19.38188151,"","",NA,NA,"",""
"4789","Cluster_4789",676.4923353,19.40653523,"","",NA,NA,"",""
"4790","Cluster_4790",676.494217,19.82985992,"","",NA,NA,"",""
"4791","Cluster_4791",676.4955746,19.9463926,"","",NA,NA,"",""
"4792","Cluster_4792",676.4956246,19.99402718,"","",NA,NA,"C36H72NO8P","[M - H]-"
"4793","Cluster_4793",676.4942553,20.05642254,"","",NA,NA,"C36H72NO8P","[M - H]-"
"4794","Cluster_4794",677.3499468,15.30963328,"","",NA,NA,"C28H46N12O8|C32H50N6O10|C33H46N10O6|C26H51N10O9P|C29H42N16O4|C34H52N3O11|C36H54O12|C35H48N7O7|C27H47N14O5P|C30H48N9O9","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4795","Cluster_4795",677.3498202,15.44249902,"","",NA,NA,"C28H46N12O8|C32H50N6O10|C33H46N10O6|C27H50N8O12|C29H42N16O4|C27H47N14O5P|C34H52N3O11|C35H48N7O7|C36H54O12|C26H51N10O9P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4796","Cluster_4796",678.294301,12.6894545,"","",NA,NA,"C22H41N13O12|C26H45N7O14|C21H45N9O16|C20H46N11O13P|C16H42N17O11P|C31H46N5O10P|C18H37N19O10|C23H52N7O10P3|C33H41N7O9|C30H45N7O9S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4797","Cluster_4797",678.328344,13.03567255,"","",NA,NA,"",""
"4798","Cluster_4798",678.2878473,13.2273583,"","",NA,NA,"C25H50N3O16P|C17H41N15O14|C24H51N5O13P2|C26H46N7O12P|C18H37N19O10|C30H50NO14P|C25H47N9O9P2|C27H52O17P|C26H53N2O14P2|C27H42N11O8P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4799","Cluster_4799",678.3282448,13.38045898,"","",NA,NA,"C25H55N5O12P2|C21H50N11O12P|C25H54N5O14P|C32H50N5O9P|C26H51N9O8P2|C22H46N15O8P|C27H50N7O11P|C30H55N3O10P2|C32H58NO8PS2|C28H46N11O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4800","Cluster_4800",679.3818627,8.269478577,"","",NA,NA,"C29H50N12O5S|C28H54N8O9S|C30H51N10O6P|C29H55N6O10P|C26H52N11O8S|C27H48N15O4S|C19H51N16O9P|C28H56N8O7P2|C32H60N2O9P2|C24H60N10O4P2S2","[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+|[M]+"
"4801","Cluster_4801",680.3058381,13.34068181,"","",NA,NA,"C21H47N9O16|C37H47NO11|C18H39N19O10|C22H43N13O12|C29H53N3O11P2|C25H49N9O9P2|C19H35N23O6|C38H43N5O7|C19H45N12O15|C20H41N16O11","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4802","Cluster_4802",680.3056463,13.459203,"","",NA,NA,"C30H52NO14P|C22H43N13O12|C21H47N9O16|C29H53N3O11P2|C31H48N5O10P|C18H39N19O10|C19H45N12O15|C25H49N9O9P2|C37H47NO11|C29H51N3O13S","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4803","Cluster_4803",680.3443872,13.6525887,"","",NA,NA,"",""
"4804","Cluster_4804",681.2260428,12.5447357,"","",NA,NA,"",""
"4805","Cluster_4805",681.2977686,18.21420232,"","",NA,NA,"",""
"4806","Cluster_4806",682.0817712,7.340054738,"","",NA,NA,"",""
"4807","Cluster_4807",682.285665,11.90565564,"","",NA,NA,"C36H45NO12|C21H41N13O13|C19H46N11O14P|C28H51N3O12P2|C22H37N17O9|C29H50NO15P|C37H41N5O8|C22H45N13O8S2|C24H47N9O10P2|C23H46N11O9PS","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4808","Cluster_4808",682.4179082,8.262839914,"","",NA,NA,"",""
"4809","Cluster_4809",683.3518064,6.366184719,"","",NA,NA,"",""
"4810","Cluster_4810",684.2575263,11.96558422,"","",NA,NA,"C24H44N7O14P|C21H36N17O8P|C20H40N13O12P|C29H45N5O10P2|C31H40N7O9P|C36H40N5O7P|C18H45N11O13P2|C27H36N13O7P|C24H45N7O12P2|C19H44N9O16P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4811","Cluster_4811",684.2118674,12.10769145,"","",NA,NA,"",""
"4812","Cluster_4812",684.2575992,11.960806,"","",NA,NA,"",""
"4813","Cluster_4813",685.2639065,14.01233882,"","",NA,NA,"",""
"4814","Cluster_4814",685.3678739,14.74149584,"","",NA,NA,"C32H54N4O12|C33H50N8O8|C18H46N20O9|C32H64O9P2S|C30H59N2O13P|C31H55N6O9P|C25H56N10O8P2|C26H55N8O11P|C19H42N24O5|C27H51N12O7P","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4815","Cluster_4815",685.4975428,0.756224116,"","",NA,NA,"",""
"4816","Cluster_4816",685.574094,21.48325584,"","",NA,NA,"",""
"4817","Cluster_4817",686.2719083,12.57577619,"","",NA,NA,"C31H42N7O9P|C37H41N3O10|C30H43N9O6P2|C32H41N5O12|C38H37N7O6|C34H33N13O4|C22H37N15O11|C29H47N5O10P2|C33H37N9O8|C25H43N11O8P2","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4818","Cluster_4818",686.4780563,18.12266352,"","",NA,NA,"",""
"4819","Cluster_4819",687.4080003,6.346714743,"","",NA,NA,"",""
"4820","Cluster_4820",688.4956334,19.83994601,"","",NA,NA,"C37H72NO8P","[M - H]-"
"4821","Cluster_4821",688.4958844,19.93583438,"","",NA,NA,"C37H72NO8P","[M - H]-"
"4822","Cluster_4822",688.4955763,20.14920448,"","",NA,NA,"C37H72NO8P","[M - H]-"
"4823","Cluster_4823",688.4944762,20.37904898,"","",NA,NA,"C37H72NO8P","[M - H]-"
"4824","Cluster_4824",688.4923795,14.72297195,"","",NA,NA,"",""
"4825","Cluster_4825",688.4922565,14.76137031,"","",NA,NA,"",""
"4826","Cluster_4826",688.4921423,15.21131,"","",NA,NA,"",""
"4827","Cluster_4827",688.4936108,19.44757651,"","",NA,NA,"",""
"4828","Cluster_4828",688.4882682,9.79835395,"","",NA,NA,"",""
"4829","Cluster_4829",688.4918979,9.824556477,"","",NA,NA,"",""
"4830","Cluster_4830",688.4936924,10.19922954,"","",NA,NA,"",""
"4831","Cluster_4831",688.4965054,10.27324175,"","",NA,NA,"",""
"4832","Cluster_4832",688.4956228,15.82749541,"","",NA,NA,"",""
"4833","Cluster_4833",688.4936716,10.60243529,"","",NA,NA,"",""
"4834","Cluster_4834",688.4923817,13.52095327,"","",NA,NA,"",""
"4835","Cluster_4835",688.4919649,14.08840487,"","",NA,NA,"",""
"4836","Cluster_4836",688.4921086,17.28232726,"","",NA,NA,"",""
"4837","Cluster_4837",688.4940941,17.30176891,"","",NA,NA,"",""
"4838","Cluster_4838",688.4923379,9.4418042,"","",NA,NA,"",""
"4839","Cluster_4839",688.4920889,9.574376865,"","",NA,NA,"",""
"4840","Cluster_4840",688.493701,9.599955443,"","",NA,NA,"",""
"4841","Cluster_4841",688.4924636,11.02053072,"","",NA,NA,"",""
"4842","Cluster_4842",689.4998729,20.44633712,"","",NA,NA,"",""
"4843","Cluster_4843",690.2443602,12.44596635,"","",NA,NA,"C28H38N9O10P|C30H33N11O9|C34H37N5O11|C26H43N7O11P2|C26H41N7O13S|C27H37N11O9S|C33H38N7O8P|C20H44N11O10P3|C27H45N7O8S3|C23H37N11O14","[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-|[M - H]-"
"4844","Cluster_4844",690.5096995,21.37438334,"","",NA,NA,"",""
"4845","Cluster_4845",690.5105054,19.94026187,"","",NA,NA,"",""
"4846","Cluster_4846",690.5118489,19.99589901,"","",NA,NA,"",""
"4847","Cluster_4847",690.5100509,20.10586636,"","",NA,NA,"",""
"4848","Cluster_4848",690.508457,20.13500855,"","",NA,NA,"",""
"4849","Cluster_4849",692.2616889,13.12129654,"","",NA,NA,"",""
